"","participants","age","sex","laterality","order","orientation","knwYesNo_est","knw_est","est","est_conf","est_meta","RE_est","ER_est","obj_est","ep_est","pot","homogeneity_pot","sadness","happiness","boredom","est_strat","format","type","outliers","theo_dur","ME","RME","ERM"
"1131",126,58,"Man","Right-handed",5,"Backward","No",410,363.709677419355,3,NA,0.888852800457868,-0.111147199542132,409.19,"dec",2,3,1,NA,1,6,"graphic","dist",NA,124,341.854838709677,0.835442798479135,-0.164557201520865
"1141",127,52,"Woman","Right-handed",3,"Forward","No",600,106.451612903226,2,NA,4.46525221909504,3.46525221909504,23.84,"acc",4,1,4,1,4,1,"graphic","dist",NA,116,63.225806451613,2.65208919679584,1.65208919679584
"1151",128,31,"Man","Right-handed",1,"Forward","No",450,152.41935483871,2,NA,1.67383433822435,0.673834338224354,91.06,"cst",4,3,1,3,1,1,"graphic","dist",NA,116,126.209677419355,1.38600568218048,0.386005682180484
"1161",129,NA,"Woman","Right-handed",2,"Forward","No",440,156.129032258065,3,NA,1.0752688172043,0.0752688172043011,145.2,"cst",3,1,1,2,1,2,"graphic","dist",NA,116,168.064516129032,1.15746911934595,0.157469119345952
"1171",130,27,"Man","Right-handed",4,"Forward","No",450,65.3225806451613,3,NA,1.66596737172051,0.665967371720512,39.21,"cst",4,1,1,4,1,2,"graphic","dist",NA,116,57.6612903225806,1.47057613676563,0.470576136765637
"1181",131,38,"Man","Right-handed",6,"Backward","No",200,93.5483870967742,3,NA,1.11899984565519,0.118999845655194,83.6,"cst",4,2,1,3,1,3,"graphic","dist",NA,116,80.2741935483871,0.960217626176877,-0.0397823738231205
"1191",132,37,"Man","Right-handed",3,"Backward","Yes",450,203.225806451613,2,NA,1.35267443058848,0.352674430588477,150.24,"cst",2,2,1,3,2,5,"graphic","dist",NA,116,201.612903225807,1.3419389192346,0.341938919234601
"1201",133,21,"Woman","Right-handed",3,"Backward","No",700,79.0322580645161,2,NA,5.17226819793954,4.17226819793954,15.28,"acc",3,2,1,3,1,5,"graphic","dist",NA,116,64.516129032258,4.22225975342003,3.22225975342003
"1211",134,49,"Man","Right-handed",2,"Backward","No",400,193.548387096774,2,NA,0.992148795862078,-0.00785120413792205,195.08,"cst",3,3,1,1,1,6,"graphic","dist",NA,116,196.774193548387,1.00868460912644,0.00868460912644597
"1221",135,23,"Woman","Right-handed",1,"Backward","No",300,169.354838709677,2,NA,0.604299156858795,-0.395700843141205,280.25,"cst",3,3,1,3,2,1,"graphic","dist",NA,116,174.677419354838,0.623291416074357,-0.376708583925643
"1231",136,39,"Man","Right-handed",5,"Forward","No",500,419.354838709677,2,NA,1.37448324716381,0.374483247163807,305.1,"cst",2,3,3,2,3,1,"graphic","dist",NA,116,419.354838709677,1.37448324716381,0.374483247163807
"1241",137,19,"Man","Right-handed",4,"Backward","No",170,86.3709677419355,2,NA,0.350859031327682,-0.649140968672318,246.17,"cst",3,2,1,3,2,2,"graphic","dist",NA,116,108.185483870968,0.439474687699426,-0.560525312300574
"1251",138,52,"Man","Right-handed",6,"Backward","Yes",450,290.322580645161,3,NA,1.03594141175794,0.035941411757935,280.25,"cst",2,1,2,3,3,3,"graphic","dist",NA,116,290.16129032258,1.03536588875141,0.0353658887514028
"1261",140,35,"Woman","Right-handed",6,"Backward","No",500,379.032258064516,3,NA,0.989588684832427,-0.0104113151675732,383.02,"cst",2,3,1,2,3,5,"graphic","dist",NA,116,414.516129032258,1.08223102979546,0.0822310297954624
"1271",141,21,"Man","Left-handed",1,"Backward","No",500,467.741935483871,2,NA,1.10742224941135,0.107422249411348,422.37,"dec",3,2,1,3,3,2,"graphic","dist",NA,116,468.870967741935,1.11009533759959,0.110095337599582
"128",142,20,"Woman","Right-handed",3,"Backward","No",300,4.83870967741935,4,NA,1.62919517758227,0.629195177582274,2.97,"acc",3,1,1,3,2,5,"graphic","dist",NA,124,2.41935483870967,0.814597588791135,-0.185402411208863
"129",143,38,"Man","Right-handed",5,"Forward","No",500,391.129032258065,3,NA,2.60336150331513,1.60336150331513,150.24,"cst",4,1,1,3,1,2,"graphic","dist",NA,116,405.564516129033,2.69944432993232,1.69944432993233
"1301",144,22,"Man","Right-handed",3,"Forward","No",400,374.193548387097,3,NA,0.885937799529078,-0.114062200470922,422.37,"dec",3,3,1,3,2,3,"graphic","dist",NA,116,377.096774193549,0.892811454870252,-0.107188545129748
"131",145,19,"Man","Left-handed",3,"Forward","No",300,19.3548387096774,3,NA,1.69481950172307,0.694819501723067,11.42,"acc",3,3,3,2,1,5,"graphic","dist",NA,124,17.6774193548387,1.54793514490707,0.547935144907068
"1321",146,35,"Woman","Left-handed",2,"Backward","Yes",408,78.9677419354839,2,NA,1.79431360907712,0.794313609077116,44.01,"cst",3,3,1,3,2,1,"graphic","dist",NA,124,84.483870967742,1.91965169206412,0.919651692064118
"1331",147,27,"Man","Right-handed",5,"Backward","No",440,28.3870967741935,4,NA,4.70764457283475,3.70764457283475,6.03,"acc",2,3,2,3,3,5,"graphic","dist",NA,124,17.6935483870967,2.93425346386348,1.93425346386348
"1341",148,70,"Man","Right-handed",5,"Backward","Yes",450,94.3548387096774,3,NA,3.36500851318393,2.36500851318393,28.04,"acc",3,2,1,3,2,2,"graphic","dist",NA,124,77.1774193548387,2.75240439924532,1.75240439924531
"1351",149,18,"Woman","Right-handed",5,"Backward","No",350,112.903225806452,1,NA,1.5989693500418,0.598969350041802,70.61,"cst",3,3,1,3,1,2,"graphic","dist",NA,124,96.451612903226,1.36597667332143,0.365976673321425
"136",150,49,"Woman","Right-handed",3,"Backward","Yes",400,83.8709677419355,2,NA,1.231585429397,0.231585429396997,68.1,"cst",2,3,1,4,1,6,"graphic","dist",NA,124,86.9354838709677,1.27658566624035,0.276585666240349
"1371",151,18,"Woman","Right-handed",1,"Backward","No",350,90.3225806451613,1,NA,0.939392414406254,-0.0606075855937465,96.15,"cst",3,3,1,4,1,1,"graphic","dist",NA,124,95.1612903225806,0.989717008035162,-0.01028299196484
"1381",152,20,"Woman","Right-handed",1,"Backward","No",400,77.4193548387097,1,NA,0.805193498062503,-0.194806501937497,96.15,"cst",3,4,1,4,1,1,"graphic","dist",NA,124,88.7096774193548,0.922617549863286,-0.0773824501367152
"1391",153,32,"Woman","Right-handed",1,"Backward","No",460,281.935483870968,2,NA,1.45006163591507,0.450061635915073,194.43,"cst",3,2,2,2,1,5,"graphic","dist",NA,124,290.967741935484,1.4965166997659,0.4965166997659
"1401",154,25,"Man","Right-handed",4,"Backward","No",400,258.064516129032,3,NA,1.00708103855232,0.007081038552321,256.25,"cst",4,3,2,3,1,5,"graphic","dist",NA,124,244.032258064516,0.952321007081038,-0.0476789929189615
"1421",156,26,"Man","Right-handed",6,"Forward","No",380,275.806451612903,3,NA,0.922738212154243,-0.0772617878457569,298.9,"cst",2,3,1,2,2,2,"graphic","dist",NA,124,282.903225806451,0.946481183695054,-0.053518816304946
"1431",157,67,"Man","Left-handed",4,"Forward","No",460,341.290322580645,2,NA,1.00553997401563,0.00553997401563036,339.41,"cst",2,3,1,1,2,2,"graphic","dist",NA,124,370.645161290323,1.09202781677123,0.0920278167712282
"1441",159,40,"Man","Right-handed",6,"Backward","No",400,354.838709677419,2,NA,0.865291430153676,-0.134708569846324,410.08,"dec",3,4,1,3,1,2,"graphic","dist",NA,124,367.41935483871,0.895969944495488,-0.104030055504512
"1451",160,20,"Man","Left-handed",3,"Backward","No",400,361.290322580645,3,NA,0.864248212086511,-0.135751787913489,418.04,"dec",2,3,2,2,3,4,"graphic","dist",NA,124,370.645161290323,0.886626067578037,-0.113373932421963
"1461",161,61,"Woman","Right-handed",6,"Forward","No",550,44.3548387096774,3,NA,1.93351520094496,0.933515200944961,22.94,"acc",2,1,1,3,1,2,"graphic","dist",NA,116,39.6774193548387,1.72961723429986,0.729617234299856
"1471",162,26,"Woman","Right-handed",1,"Forward","No",300,43.5483870967742,1,NA,2.09065708577889,1.09065708577889,20.83,"acc",4,2,1,3,1,3,"graphic","dist",NA,116,46.7741935483871,2.24552057361436,1.24552057361436
"1481",163,24,"Woman","Left-handed",1,"Backward","No",250,48.3870967741935,1,NA,0.922537593406931,-0.0774624065930688,52.45,"cst",3,2,1,3,1,2,"graphic","dist",NA,116,44.1935483870968,0.842584335311664,-0.157415664688336
"1491",164,49,"Woman","Right-handed",2,"Backward","No",500,149.193548387097,3,NA,1.87617641331862,0.876176413318621,79.52,"cst",3,2,1,2,1,3,"graphic","dist",NA,116,124.596774193548,1.5668608424742,0.5668608424742
"1501",165,29,"Man","Right-handed",2,"Backward","No",450,159.677419354839,3,NA,1.50511282264906,0.505112822649059,106.09,"cst",3,3,3,3,1,1,"graphic","dist",NA,116,129.83870967742,1.22385436589141,0.223854365891407
"1511",166,25,"Woman","Right-handed",6,"Forward","No",200,122.58064516129,1,NA,0.819006114527229,-0.180993885472771,149.67,"cst",2,2,1,2,3,2,"graphic","dist",NA,116,121.290322580645,0.810384997532205,-0.189615002467795
"1521",167,70,"Woman","Right-handed",5,"Backward","No",520,293.548387096774,3,NA,1.63272922352063,0.632729223520631,179.79,"cst",3,3,1,2,1,2,"graphic","dist",NA,116,271.774193548387,1.51162018771004,0.511620187710034
"1531",168,26,"Man","Right-handed",2,"Backward","No",700,197.58064516129,2,NA,0.670902020921189,-0.32909797907881,294.5,"cst",3,1,3,2,4,3,"graphic","dist",NA,116,323.790322580645,1.09945780163207,0.099457801632072
"1541",169,29,"Man","Right-handed",2,"Forward","Yes",500,294.354838709677,3,NA,1.17873954312701,0.178739543127012,249.72,"cst",2,1,2,3,3,3,"graphic","dist",NA,116,297.177419354838,1.19004252504741,0.190042525047408
"1551",170,39,"Man","Right-handed",4,"Backward","No",500,314.516129032258,2,NA,1.08704983593909,0.087049835939094,289.33,"cst",2,1,1,2,2,2,"graphic","dist",NA,116,357.258064516129,1.23477712133595,0.234777121335945
"1561",171,22,"Woman","Right-handed",4,"Backward","No",600,416.129032258064,2,NA,1.23151533666193,0.231515336661925,337.9,"cst",3,2,1,3,2,2,"graphic","dist",NA,116,473.064516129032,1.40001336528272,0.400013365282724
"1571",172,40,"Woman","Right-handed",5,"Backward","No",500,370.967741935484,2,NA,1.16025315714973,0.160253157149732,319.73,"cst",2,4,1,4,3,3,"graphic","dist",NA,116,335.483870967742,1.04927242037889,0.0492724203788881
"1591",174,42,"Woman","Right-handed",1,"Forward","No",350,327.41935483871,2,NA,0.773309765797614,-0.226690234202386,423.4,"dec",NA,1,1,2,2,5,"graphic","dist",NA,116,328.709677419355,0.776357291968245,-0.223642708031755
"1601",175,29,"Woman","Right-handed",3,"Forward","No",250,185.483870967742,2,NA,0.468299007694764,-0.531700992305236,396.08,"cst",3,3,1,2,3,1,"graphic","dist",NA,116,167.741935483871,0.423505189567439,-0.576494810432562
"1611",177,47,"Woman","Right-handed",2,"Backward","No",400,290.322580645161,3,NA,0.873860219261238,-0.126139780738762,332.23,"cst",3,3,2,3,2,2,"graphic","dist",NA,124,270.16129032258,0.813175481812541,-0.186824518187459
"1621",178,40,"Woman","Right-handed",6,"Backward","No",400,316.129032258065,3,NA,0.853180666229629,-0.146819333770371,370.53,"cst",3,2,1,2,2,3,"graphic","dist",NA,124,333.064516129033,0.898886773349074,-0.101113226650926
"1631",179,54,"Man","Right-handed",1,"Forward","No",650,31.4516129032258,3,NA,3.09258730611856,2.09258730611857,10.17,"acc",3,3,2,3,2,5,"graphic","dist",NA,116,20.7258064516129,2.03793573762172,1.03793573762172
"1641",182,NA,"Man",NA,3,"Forward","Yes",400,232.258064516129,1,NA,1.0634526763559,0.0634526763559022,218.4,"cst",4,1,1,3,1,2,"graphic","dist",NA,124,241.129032258065,1.10407066052227,0.104070660522274
"1651",187,45,"Man","Right-handed",1,"Forward","No",375,332.661290322581,3,NA,0.809079896688833,-0.190920103311167,411.16,"dec",3,2,2,2,3,2,"graphic","dist",NA,124,341.33064516129,0.830165009147996,-0.169834990852003
"1661",188,38,"Man","Right-handed",6,"Forward","No",435,84.1935483870968,2,NA,4.25865191639336,3.25865191639336,19.77,"acc",3,2,1,3,3,6,"graphic","dist",NA,116,72.0967741935484,3.64677664104948,2.64677664104948
"1671",189,38,"Woman","Right-handed",2,"Backward","Yes",400,96.7741935483871,2,NA,1.67111368586405,0.671113685864049,57.91,"cst",3,2,1,2,2,2,"graphic","dist",NA,116,83.3870967741936,1.43994295931952,0.439942959319522
"1681",191,50,"Man","Right-handed",6,"Forward","No",500,177.41935483871,2,NA,1.065581710743,0.0655817107430012,166.5,"cst",3,2,1,3,1,3,"graphic","dist",NA,124,138.709677419355,0.8330911556718,-0.166908844328199
"1691",192,21,"Man","Right-handed",2,"Forward","No",300,183.870967741935,2,NA,0.895184847818576,-0.104815152181424,205.4,"cst",3,3,1,2,1,2,"graphic","dist",NA,124,181.935483870968,0.885761849420486,-0.114238150579515
"1701",194,63,"Man","Left-handed",3,"Forward","Yes",480,216.774193548387,3,NA,0.765175409630734,-0.234824590369266,283.3,"cst",2,2,2,2,2,3,"graphic","dist",NA,124,228.387096774193,0.806166949432381,-0.193833050567619
"1721",198,26,"Woman","Right-handed",1,"Backward","No",300,19.3548387096774,2,NA,1.90313064991912,0.903130649919117,10.17,"acc",3,1,1,3,1,2,"graphic","dist",NA,116,29.6774193548387,2.91813366320932,1.91813366320931
"1731",199,42,"Man","Left-handed",5,"Backward","No",450,72.5806451612903,2,NA,1.53026871518639,0.530268715186387,47.43,"cst",3,2,1,3,1,2,"graphic","dist",NA,116,66.2903225806452,1.3976454265369,0.3976454265369
"1741",200,30,"Man","Right-handed",6,"Forward","No",350,338.709677419355,3,NA,0.799371465636163,-0.200628534363837,423.72,"dec",3,3,1,3,1,2,"graphic","dist",NA,116,294.354838709677,0.694691868945713,-0.305308131054287
"1751",201,35,"Man","Right-handed",2,"Forward","Yes",500,443.548387096774,3,NA,1.10544409105965,0.105444091059651,401.24,"dec",3,3,1,3,3,6,"graphic","dist",NA,116,446.774193548387,1.11348368444918,0.113483684449176
"1761",202,30,"Woman","Right-handed",4,"Forward","No",350,316.129032258064,1,NA,0.7771498900095,-0.2228501099905,406.78,"dec",2,4,1,3,3,1,"graphic","dist",NA,116,308.064516129032,0.757324637713339,-0.24267536228666
"1771",206,49,"Woman","Right-handed",4,"Forward","No",400,296.774193548387,3,NA,0.729246593150155,-0.270753406849845,406.96,"dec",4,2,1,3,1,3,"graphic","dist",NA,124,308.387096774194,0.757782329403857,-0.242217670596143
"178",207,26,"Man","Right-handed",1,"Backward","Yes",352,48.258064516129,3,NA,2.62986727608333,1.62986727608333,18.35,"acc",3,1,1,3,3,5,"graphic","dist",NA,116,41.6290322580645,2.2686121121561,1.26861211215611
"1791",208,41,"Woman","Left-handed",3,"Forward","Yes",500,64.5161290322581,3,NA,1.12731310557851,0.127313105578509,57.23,"cst",3,1,1,4,1,3,"graphic","dist",NA,124,67.2580645161291,1.17522391256559,0.175223912565595
"1801",209,72,"Man","Right-handed",4,"Forward","Yes",510,172.741935483871,3,NA,1.62994843823241,0.629948438232412,105.98,"cst",3,3,1,3,1,4,"graphic","dist",NA,124,161.370967741935,1.52265491358686,0.522654913586861
"1811",210,58,"Man","Right-handed",4,"Backward","No",500,370.967741935484,3,NA,0.933040926420392,-0.0669590735796075,397.59,"cst",3,3,2,3,2,5,"graphic","dist",NA,124,385.483870967742,0.969551223541191,-0.0304487764588095
"1821",211,69,"Woman","Right-handed",6,"Backward","Yes",500,427.41935483871,3,NA,1.01841681917298,0.018416819172984,419.69,"dec",NA,1,2,3,1,2,"graphic","dist",NA,124,453.709677419355,1.08105906125796,0.081059061257964
"1831",212,55,"Woman","Right-handed",5,"Forward","Yes",500,88.7096774193548,2,NA,2.22888636732047,1.22888636732047,39.8,"cst",3,2,2,2,1,5,"graphic","dist",NA,124,84.3548387096774,2.11946830928837,1.11946830928837
"1841",213,50,"Man","Right-handed",5,"Forward","Yes",500,370.967741935484,3,NA,0.933040926420392,-0.0669590735796075,397.59,"cst",3,3,1,3,1,4,"graphic","dist",NA,124,305.483870967742,0.768338919408793,-0.231661080591207
"1851",214,31,"Woman","Right-handed",4,"Backward","No",600,445.161290322581,3,NA,1.06398644882187,0.0639864488218661,418.39,"dec",3,2,1,3,1,5,"graphic","dist",NA,124,462.58064516129,1.10562070116707,0.10562070116707
"1871",216,24,"Woman","Left-handed",6,"Backward","No",500,56.4516129032258,1,NA,2.57299967653718,1.57299967653718,21.94,"acc",4,1,1,4,1,2,"graphic","dist",NA,116,35.7258064516129,1.62834122386567,0.628341223865673
"1881",217,37,"Woman","Right-handed",1,"Backward","No",400,64.5161290322581,2,NA,2.07380678342199,1.07380678342199,31.11,"cst",4,1,1,1,1,3,"graphic","dist",NA,116,57.2580645161291,1.84050352028702,0.840503520287015
"1891",218,21,"Man","Right-handed",5,"Forward","No",250,161.290322580645,2,NA,0.413321176179805,-0.586678823820195,390.23,"dec",3,1,1,2,2,2,"graphic","dist",NA,116,170.645161290323,0.437293804398234,-0.562706195601766
"1901",219,26,"Woman","Right-handed",2,"Backward","No",500,435.483870967742,3,NA,1.05477237621465,0.0547723762146485,412.87,"dec",3,4,2,2,1,2,"graphic","dist",NA,116,422.741935483871,1.02391051779948,0.0239105177994792
"1911",220,22,"Woman","Right-handed",3,"Forward","No",500,48.3870967741935,2,NA,5.46746856205577,4.46746856205577,8.85,"acc",4,3,3,2,2,5,"graphic","dist",NA,116,29.1935483870968,3.29870603244032,2.29870603244031
"1921",221,34,"Woman","Right-handed",4,"Forward","No",450,79.8387096774194,2,NA,1.36546450619838,0.365464506198381,58.47,"cst",4,3,2,2,4,3,"graphic","dist",NA,116,52.4193548387097,0.896517100029239,-0.10348289997076
"193",222,27,"Man","Right-handed",1,"Forward","No",380,73.5483870967742,3,NA,1.08175300921862,0.0817530092186233,67.99,"cst",3,2,1,3,2,3,"graphic","dist",NA,116,54.2741935483871,0.798267297372952,-0.201732702627047
"1941",223,37,"Man","Right-handed",2,"Backward","No",500,451.612903225806,3,NA,1.10125314742083,0.101253147420826,410.09,"dec",3,3,2,3,1,3,"graphic","dist",NA,116,450.806451612903,1.09928662394329,0.0992866239432887
"1951",224,26,"Woman","Right-handed",2,"Backward","No",477,338.516129032258,2,NA,0.862110041848566,-0.137889958151434,392.66,"dec",3,3,3,2,1,5,"graphic","dist",NA,116,329.258064516129,0.838532227668031,-0.161467772331969
"1961",225,37,"Woman","Left-handed",5,"Forward","No",400,132.258064516129,2,NA,2.43389886853384,1.43389886853384,54.34,"cst",3,2,2,3,2,1,"graphic","dist",NA,116,141.129032258065,2.59714818288672,1.59714818288672
"1971",226,21,"Man","Right-handed",1,"Backward","No",500,161.290322580645,3,NA,0.46449234702409,-0.53550765297591,347.24,"cst",4,1,1,3,1,3,"graphic","dist",NA,116,230.645161290323,0.664224056244449,-0.335775943755551
"1981",227,33,"Woman","Left-handed",6,"Backward","No",380,318.709677419355,2,NA,0.811668306981498,-0.188331693018502,392.66,"dec",3,3,1,3,2,5,"graphic","dist",NA,116,359.354838709677,0.915180661920434,-0.0848193380795663
"1991",229,46,"Man","Right-handed",3,"Forward","Yes",515,66.4516129032258,2,NA,3.08074236918061,2.08074236918061,21.57,"acc",3,2,1,3,1,5,"graphic","dist",NA,116,58.2258064516129,2.69938833804417,1.69938833804417
"2001",231,35,"Woman","Right-handed",6,"Forward","No",470,144.032258064516,1,NA,1.32261026689179,0.322610266891791,108.9,"cst",2,3,1,2,1,5,"graphic","dist",NA,116,122.016129032258,1.12044195621908,0.120441956219082
"2011",232,22,"Man","Left-handed",2,"Backward","No",500,201.612903225806,2,NA,1.21857300227142,0.21857300227142,165.45,"cst",3,1,1,2,1,5,"graphic","dist",NA,116,200.806451612903,1.21369871026234,0.213698710262335
"2021",233,36,"Man","Left-handed",5,"Backward","No",500,266.129032258065,3,NA,1.20105168452958,0.201051684529581,221.58,"cst",2,3,1,3,1,3,"graphic","dist",NA,116,258.064516129033,1.16465617893777,0.164656178937776
"2031",234,35,"Woman","Right-handed",3,"Backward","No",450,225,3,NA,0.83219292081222,-0.16780707918778,270.37,"cst",3,3,3,3,1,3,"graphic","dist",NA,116,225,0.83219292081222,-0.16780707918778
"2041",235,24,"Woman","Left-handed",1,"Backward","No",400,232.258064516129,3,NA,0.721791486469417,-0.278208513530583,321.78,"cst",3,3,1,3,2,2,"graphic","dist",NA,116,256.129032258065,0.795975611467663,-0.204024388532338
"2051",236,30,"Man","Right-handed",3,"Backward","No",400,225.806451612903,2,NA,0.646065782417966,-0.353934217582034,349.51,"cst",2,1,2,3,1,3,"graphic","dist",NA,116,212.903225806452,0.609147737708368,-0.390852262291632
"2061",238,40,"Man","Left-handed",4,"Forward","Yes",400,309.677419354839,3,NA,0.732999004343019,-0.267000995656981,422.48,"dec",3,3,1,4,1,3,"graphic","dist",NA,116,314.83870967742,0.745215654415402,-0.254784345584598
"2071",239,22,"Man","Left-handed",5,"Forward","Yes",600,135.483870967742,3,NA,5.90343664347459,4.90343664347459,22.95,"acc",3,1,1,3,2,5,"graphic","dist",NA,124,107.741935483871,4.69463771171551,3.69463771171551
"2081",240,51,"Woman","Right-handed",6,"Backward","No",550,345.967741935484,1,NA,4.63825904190218,3.63825904190218,74.59,"cst",3,3,NA,4,1,2,"graphic","dist",NA,124,247.983870967742,3.32462623632849,2.32462623632849
